what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318953821608
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.pomFileAction.run",1318953821646
executed,command,org.maven.ide.eclipse.launching,0.12.1.20110112-1712,"org.maven.ide.eclipse.actions.LifeCycleInstall.run",1318953831502
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318953838471
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318953839963
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318953845119
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318953903795
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318953915768
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1318953937478
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1318953955596
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1318953956283
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1318953956288
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1318953956298
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1318953956364
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1318953977202
error,log,,,"Could not read settings.xml, assuming default values",1318954849087
error,log,,,"Could not read settings.xml, assuming default values",1318954849098
error,log,,,"Could not read settings.xml, assuming default values",1318954849099
error,log,,,"Could not read settings.xml, assuming default values",1318954850101
error,log,,,"Could not read settings.xml, assuming default values",1318954850101
error,log,,,"Could not read settings.xml, assuming default values",1318954850102
error,log,,,"Could not read settings.xml, assuming default values",1318954850103
error,log,,,"Could not read settings.xml, assuming default values",1318954850104
error,log,,,"Could not read settings.xml, assuming default values",1318954850132
error,log,,,"Could not read settings.xml, assuming default values",1318954850168
error,log,,,"Could not read settings.xml, assuming default values",1318954850214
error,log,,,"Could not read settings.xml, assuming default values",1318954850250
error,log,,,"Could not read settings.xml, assuming default values",1318954850255
error,log,,,"Could not read settings.xml, assuming default values",1318954850260
error,log,,,"Could not read settings.xml, assuming default values",1318954850300
error,log,,,"Could not read settings.xml, assuming default values",1318954850356
